Date,Price,Open,High,Low,Vol.,Change %
3/1/2023,77.83,76.93,78,76.3,104.50K,0.83%
2/28/2023,77.19,75.87,77.93,75.68,88.93K,1.82%
2/27/2023,75.81,76.61,76.95,75.14,79.74K,-0.86%
2/24/2023,76.47,75.85,76.75,74.3,101.33K,1.15%
2/23/2023,75.6,74.19,76.17,74.07,99.17K,1.90%
2/22/2023,74.19,76.29,76.72,74.05,98.82K,-2.84%
2/21/2023,76.36,76.64,77.74,75.9,402.35K,-1.22%
2/20/2023,77.3,76.69,77.74,76.33,,0.82%
2/19/2023,76.67,76.69,76.82,76.53,,0.16%
2/17/2023,76.55,78.35,78.5,75.32,343.63K,-2.78%
2/16/2023,78.74,78.68,79.76,78.18,204.09K,-0.11%
2/15/2023,78.83,79.04,79.37,77.47,150.59K,-0.52%
2/14/2023,79.24,79.5,79.84,77.71,192.27K,-1.36%
2/13/2023,80.33,80.05,80.78,78.67,155.59K,0.51%
2/10/2023,79.92,77.81,80.5,77.68,151.98K,2.11%
2/9/2023,78.27,78.69,79.04,76.76,132.72K,-0.53%
2/8/2023,78.69,77.7,78.78,77.32,155.18K,1.68%
2/7/2023,77.39,74.83,77.82,74.71,186.67K,3.92%
2/6/2023,74.47,73.64,74.87,72.64,120.92K,0.99%
2/3/2023,73.74,76.25,78.28,73.47,126.22K,-3.23%
2/2/2023,76.2,77.06,77.54,75.3,94.84K,-0.69%
2/1/2023,76.73,79.35,80.01,76.37,113.87K,-3.08%
1/31/2023,79.17,78.19,79.53,76.85,88.38K,1.27%
1/30/2023,78.18,80.12,80.78,77.96,101.70K,-2.23%
1/27/2023,79.96,81.44,82.69,79.32,123.92K,-1.62%
1/26/2023,81.28,80.44,82.38,80.21,98.18K,1.04%
1/25/2023,80.44,80.44,81.5,79.77,101.06K,0.00%
1/24/2023,80.44,81.94,82.51,79.98,93.04K,-1.82%
1/23/2023,81.93,82.12,82.89,81.32,104.29K,0.36%
1/20/2023,81.64,80.84,81.91,79.91,300.15K,1.28%
1/19/2023,80.61,79.43,81.49,78.45,321.13K,1.02%
1/18/2023,79.8,81.34,82.66,79.21,326.23K,-0.81%
1/17/2023,80.45,80.34,81.51,78.8,267.91K,1.78%
1/16/2023,79.04,79.78,79.92,78.8,,-0.93%
1/15/2023,79.78,80.17,80.19,79.78,,-0.41%
1/13/2023,80.11,78.58,80.37,78.23,189.32K,1.86%
1/12/2023,78.65,77.9,79.37,77.35,188.06K,1.25%
1/11/2023,77.68,75.06,78.06,74.56,179.83K,3.06%
1/10/2023,75.37,75.16,76.16,74.16,164.98K,0.60%
1/9/2023,74.92,73.87,76.97,73.79,154.20K,1.19%
1/6/2023,74.04,74.18,75.71,73.52,95.22K,0.16%
1/5/2023,73.92,73.51,75.15,72.74,112.45K,1.12%
1/4/2023,73.1,77.41,77.62,73.01,149.77K,-5.21%
1/3/2023,77.12,80.66,81.62,76.81,139.84K,-4.16%
1/2/2023,80.47,80.57,80.61,80.18,,0.02%
12/30/2022,80.45,78.75,80.81,77.85,72.81K,2.48%
12/29/2022,78.5,79.01,79.01,76.94,53.32K,-0.73%
12/28/2022,79.08,80.02,80.02,77.45,62.68K,-0.70%
12/27/2022,79.64,79.99,81.21,79.28,67.69K,-1.64%
12/26/2022,80.97,79.92,81.06,79.92,,1.67%
12/23/2022,79.64,78.14,80.19,77.87,79.46K,2.87%
12/22/2022,77.42,78.28,79.77,77.01,62.70K,-1.05%
12/21/2022,78.24,76,78.56,75.81,65.19K,2.64%
12/20/2022,76.23,75.77,76.96,74.46,254.79K,1.13%
12/19/2022,75.38,74.62,76.64,74.03,257.46K,1.24%
12/16/2022,74.46,76.33,76.58,73.4,271.86K,-2.22%
12/15/2022,76.15,77.4,77.83,75.41,188.50K,-1.50%
12/14/2022,77.31,75.22,77.76,74.96,185.52K,2.48%
12/13/2022,75.44,73.43,76.3,73.33,190.74K,2.95%
12/12/2022,73.28,72.02,74,70.48,148.97K,2.91%
12/9/2022,71.21,71.92,73,70.31,146.59K,-0.52%
12/8/2022,71.58,72.65,75.19,71.27,245.39K,-0.97%
12/7/2022,72.28,74.73,75.53,72.06,148.54K,-2.93%
12/6/2022,74.46,77.46,78.05,73.62,120.67K,-3.40%
12/5/2022,77.08,80.03,82.75,76.92,105.02K,-3.71%
12/2/2022,80.05,81.35,82.12,79.73,96.43K,-1.34%
12/1/2022,81.14,80.61,83.27,80.07,116.20K,0.60%
11/30/2022,80.66,78.98,81.41,78.48,90.29K,3.04%
11/29/2022,78.28,76.66,79.73,76.4,109.11K,1.23%
11/28/2022,77.33,76.19,77.89,73.77,132.62K,1.18%
11/25/2022,76.43,77.57,79.92,76.37,59.52K,-1.95%
11/24/2022,77.95,77.53,78.19,76.92,,-0.15%
11/23/2022,78.07,80.86,81.7,76.95,120.39K,-3.29%
11/22/2022,80.73,80.14,82.03,79.74,85.20K,0.86%
11/21/2022,80.04,80.26,80.5,75.27,475.10K,-0.09%
11/18/2022,80.11,81.86,82.43,77.59,480.54K,-1.58%
11/17/2022,81.4,84.98,84.98,81.19,390.06K,-4.24%
11/16/2022,85,86.23,86.9,83.67,191.29K,-1.45%
11/15/2022,86.25,84.62,88.05,83.54,239.60K,1.28%
11/14/2022,85.16,88.24,89.03,84.51,183.53K,-3.40%
11/11/2022,88.16,85.4,89.2,85.36,154.79K,2.92%
11/10/2022,85.66,84.96,86.49,83.9,160.49K,0.78%
11/9/2022,85,87.73,88.26,84.69,200.28K,-3.41%
11/8/2022,88,90.82,91.1,87.63,162.91K,-3.01%
11/7/2022,90.73,90.5,92.53,89.31,143.34K,-0.79%
11/4/2022,91.45,86.92,91.67,86.84,104.87K,4.90%
11/3/2022,87.18,88.32,88.53,86.55,80.43K,-1.89%
11/2/2022,88.86,87.42,89.14,86.6,86.74K,1.92%
11/1/2022,87.19,85.2,88.27,84.85,81.92K,2.10%
10/31/2022,85.4,87.06,87.36,84.16,81.40K,-1.40%
10/28/2022,86.61,87.41,87.51,85.86,78.71K,-1.39%
10/27/2022,87.83,87.06,88.45,86.12,110.53K,1.33%
10/26/2022,86.68,84.03,87.17,83.17,80.03K,2.81%
10/25/2022,84.31,83.93,85,82.14,77.80K,0.86%
10/24/2022,83.59,84.05,84.8,81.61,58.38K,-0.43%
10/21/2022,83.95,83.78,84.64,82.05,83.09K,-0.66%
10/20/2022,84.51,84.91,87.14,84.16,338.34K,-0.01%
10/19/2022,84.52,82.91,85.02,81.72,357.72K,2.99%
10/18/2022,82.07,84.8,85.53,81.3,367.50K,-2.91%
10/17/2022,84.53,84.63,86.18,83.7,174.19K,-0.14%
10/14/2022,84.65,88.15,88.52,84.22,161.13K,-3.75%
10/13/2022,87.95,86.01,88.38,84.43,185.66K,2.20%
10/12/2022,86.06,87.25,88.66,85.05,211.34K,-2.17%
10/11/2022,87.97,89.75,90.15,86.59,187.52K,-2.08%
10/10/2022,89.84,92.23,92.34,89.29,156.09K,-1.65%
10/7/2022,91.35,88.12,92,87.15,242.27K,4.29%
10/6/2022,87.59,87.12,88.2,86.15,108.49K,0.86%
10/5/2022,86.84,85.3,87.42,84.53,160.03K,1.57%
10/4/2022,85.5,82.57,85.98,82.33,156.00K,3.39%
10/3/2022,82.7,80.29,83.61,80.19,135.99K,5.06%
9/30/2022,78.72,80.86,81.72,78.36,95.34K,-2.11%
9/29/2022,80.42,81,81.99,79.45,127.46K,-1.01%
9/28/2022,81.24,77.38,81.4,75.84,156.31K,4.41%
9/27/2022,77.81,75.9,78.92,75.88,123.82K,2.14%
9/26/2022,76.18,78.75,79.76,75.7,106.23K,-2.65%
9/23/2022,78.25,83.15,83.45,77.64,143.23K,-5.76%
9/22/2022,83.03,82.54,85.44,81.89,121.08K,0.73%
9/21/2022,82.43,83.6,85.99,82,144.13K,-1.80%
9/20/2022,83.94,85.02,86.12,83.01,279.81K,-1.66%
9/19/2022,85.36,84.81,85.88,81.73,262.90K,0.71%
9/16/2022,84.76,84.66,86.18,83.86,231.14K,0.13%
9/15/2022,84.65,88.7,88.7,84.09,182.29K,-3.86%
9/14/2022,88.05,87.24,89.63,85.75,208.02K,1.34%
9/13/2022,86.89,87.82,88.9,84.66,183.48K,-0.59%
9/12/2022,87.41,85.84,88.64,84.78,133.78K,1.22%
9/9/2022,86.36,82.3,86.68,82.23,139.12K,3.96%
9/8/2022,83.07,81.57,83.72,80.89,131.42K,1.76%
9/7/2022,81.63,86.53,87.33,81.18,123.25K,-5.64%
9/6/2022,86.51,86.49,89.99,85.88,104.66K,-2.75%
9/5/2022,88.96,88.27,90.37,87.98,,0.80%
9/4/2022,88.25,86.91,88.28,86.91,,2.05%
9/2/2022,86.48,85.99,89.15,85.93,81.80K,0.30%
9/1/2022,86.22,88.31,89.1,85.62,85.18K,-3.16%
8/31/2022,89.03,91.85,92.26,87.92,99.45K,-2.35%
8/30/2022,91.17,95.8,96.82,90.06,120.37K,-5.22%
8/29/2022,96.19,92.28,96.46,91.66,85.04K,4.11%
8/26/2022,92.39,92.68,93.62,90.69,100.62K,0.22%
8/25/2022,92.19,94.82,95.3,91.95,81.50K,-2.34%
8/24/2022,94.4,93.23,94.92,92.36,92.60K,1.23%
8/23/2022,93.25,90.1,93.65,90.1,92.18K,3.20%
8/22/2022,90.36,89.63,91.03,86.28,352.67K,-0.09%
8/19/2022,90.44,90,91.69,87.95,255.42K,0.37%
8/18/2022,90.11,87.1,91.03,86.92,247.56K,2.76%
8/17/2022,87.69,86.71,88.66,85.48,187.60K,1.78%
8/16/2022,86.16,87.39,90.07,85.37,191.53K,-3.03%
8/15/2022,88.85,91.3,91.47,86.29,134.21K,-2.85%
8/12/2022,91.46,93.33,94.02,90.53,132.28K,-2.21%
8/11/2022,93.53,90.82,94.17,90.57,162.98K,2.55%
8/10/2022,91.2,89.71,91.63,87.04,157.22K,1.71%
8/9/2022,89.67,89.87,91.8,88.29,130.89K,-0.29%
8/8/2022,89.93,87.52,90.06,86.33,130.08K,2.10%
8/5/2022,88.08,87.04,89.72,86.06,134.18K,0.59%
8/4/2022,87.56,89.99,90.88,86.62,107.06K,-2.43%
8/3/2022,89.74,92.69,95.33,89.47,141.60K,-3.73%
8/2/2022,93.22,92.2,95.09,91.11,133.90K,0.90%
8/1/2022,92.39,96.44,96.68,90.96,144.82K,-4.51%
7/29/2022,96.75,95.42,99.75,94.59,116.64K,2.22%
7/28/2022,94.65,96.09,97.82,94.28,96.14K,-0.67%
7/27/2022,95.29,93.51,96.53,92.3,105.40K,2.59%
7/26/2022,92.88,93.95,96.6,92.64,89.07K,-1.63%
7/25/2022,94.42,92.83,94.62,90.79,92.70K,2.15%
7/22/2022,92.43,93.78,95.24,91.77,106.60K,-1.44%
7/21/2022,93.78,96.88,96.93,91.84,106.70K,-6.11%
7/20/2022,99.88,100.34,100.72,98.16,315.62K,-0.85%
7/19/2022,100.74,98.86,100.99,96.52,327.21K,1.33%
7/18/2022,99.42,94.34,99.62,92.88,291.70K,5.13%
7/15/2022,94.57,93.51,96.05,91.64,189.25K,1.87%
7/14/2022,92.83,94.14,94.49,88.23,255.52K,-1.07%
7/13/2022,93.83,93.3,95.34,91.14,187.17K,0.56%
7/12/2022,93.31,100.57,100.57,92.83,191.25K,-7.81%
7/11/2022,101.21,101.33,102,97.94,142.49K,-0.32%
7/8/2022,101.53,98.92,101.97,98.4,124.09K,2.30%
7/7/2022,99.25,94.62,100.78,93,144.92K,4.50%
7/6/2022,94.98,97.44,99.11,92.18,166.60K,-1.60%
7/5/2022,96.52,105.6,108.28,94.62,199.37K,-12.57%
7/4/2022,110.4,108.17,110.77,107.25,,2.04%
7/3/2022,108.19,108.67,108.81,108.14,,2.66%
7/1/2022,105.39,103.33,106.26,101.94,99.69K,2.22%
6/30/2022,103.1,106.67,107.76,102.68,156.01K,-3.65%
6/29/2022,107.01,109,111.14,106.45,101.28K,-1.73%
6/28/2022,108.89,107,109.31,106.59,107.61K,2.36%
6/27/2022,106.38,104.37,107.28,102.48,90.13K,1.85%
6/24/2022,104.45,101.31,105.44,100.84,116.65K,2.83%
6/23/2022,101.58,102.53,104.62,100.24,120.06K,-2.32%
6/22/2022,103.99,107.33,107.56,99.66,141.20K,-5.05%
6/21/2022,109.52,108.75,111.16,106.82,427.26K,0.62%
6/20/2022,108.84,108.97,109.17,106.84,,-0.09%
6/19/2022,108.94,108.97,109.34,108.78,,0.88%
6/17/2022,107.99,114.74,116.58,106.4,426.00K,-6.30%
6/16/2022,115.25,114.09,115.73,110.43,291.85K,1.91%
6/15/2022,113.09,116.41,116.93,112.37,198.93K,-2.73%
6/14/2022,116.26,118.45,120.88,114.2,203.95K,-1.68%
6/13/2022,118.25,117.71,119.57,114.9,150.05K,0.11%
6/10/2022,118.12,119.07,120.15,115.84,133.85K,-0.81%
6/9/2022,119.09,120.11,120.4,118.52,122.09K,-0.58%
6/8/2022,119.78,117.7,120.75,117.02,131.93K,2.29%
6/7/2022,117.1,116.66,118,115.04,140.80K,0.90%
6/6/2022,116.06,118.17,118.28,115.15,77.61K,-0.15%
6/3/2022,116.23,114.9,117.77,112.73,74.48K,1.69%
6/2/2022,114.3,112.27,115.1,108.94,114.86K,1.40%
6/1/2022,112.72,112.74,115,111.86,91.07K,0.72%
5/31/2022,111.91,112.1,117.07,111.5,113.51K,-4.85%
5/30/2022,117.61,115.58,117.79,115.39,,1.73%
5/29/2022,115.61,115.3,115.81,115.2,,3.01%
5/27/2022,112.23,111.25,112.42,110.06,57.72K,0.88%
5/26/2022,111.25,108.05,111.88,107.6,78.22K,3.25%
5/25/2022,107.75,107.68,108.97,106.71,56.92K,0.51%
5/24/2022,107.2,107.68,108.76,105.94,65.22K,-0.32%
5/23/2022,107.54,107.34,108.76,106.32,70.51K,-2.48%
5/20/2022,110.28,109.26,111.04,108.13,229.93K,0.35%
5/19/2022,109.89,106.96,110.16,103.24,340.08K,2.66%
5/18/2022,107.04,110.77,112.39,106.06,311.84K,-2.36%
5/17/2022,109.63,111.61,113.2,108.96,204.75K,-1.96%
5/16/2022,111.82,109,112.47,106.27,166.04K,2.94%
5/13/2022,108.63,104.91,108.77,104.64,134.31K,4.05%
5/12/2022,104.4,103.94,105.55,101.11,179.61K,0.36%
5/11/2022,104.03,97.74,104.74,96.93,179.72K,5.67%
5/10/2022,98.45,100.96,102.78,97.61,156.44K,-3.26%
5/9/2022,101.77,108.97,109,100.81,148.44K,-6.06%
5/6/2022,108.33,107.07,109.53,105.72,119.33K,1.49%
5/5/2022,106.74,106.07,109.77,104.95,97.44K,0.49%
5/4/2022,106.22,101.99,107,101.41,92.05K,5.27%
5/3/2022,100.9,103.19,104.06,100.58,97.51K,-2.44%
5/2/2022,103.42,102.15,104.19,98.87,89.43K,0.47%
4/29/2022,102.94,103.12,105.99,102.14,98.35K,-0.51%
4/28/2022,103.47,100.59,103.77,98.75,104.93K,2.77%
4/27/2022,100.68,100.76,101.68,98.65,76.99K,0.27%
4/26/2022,100.41,97.77,101.5,96.37,100.12K,2.81%
4/25/2022,97.67,100.38,100.48,94.47,87.65K,-3.34%
4/22/2022,101.05,102.01,103.34,100.08,60.24K,-1.86%
4/21/2022,102.96,101.66,104.47,101.25,74.66K,0.75%
4/20/2022,102.19,102.38,103.96,99.88,299.03K,0.14%
4/19/2022,102.05,107.06,108.37,101.51,339.81K,-5.17%
4/18/2022,107.61,106.46,109.2,105.43,202.72K,1.16%
4/14/2022,106.38,103.79,107,101.69,159.77K,2.50%
4/13/2022,103.79,100.35,104,99.51,186.11K,3.63%
4/12/2022,100.15,94.84,100.82,94.52,168.89K,6.63%
4/11/2022,93.92,97.84,97.95,92.6,156.57K,-3.90%
4/8/2022,97.73,96.31,98.12,94.72,135.35K,2.32%
4/7/2022,95.51,96.29,97.95,93.21,168.76K,0.10%
4/6/2022,95.41,99.95,102.63,94.93,159.99K,-5.23%
4/5/2022,100.68,102.16,104.07,98.63,107.31K,-1.14%
4/4/2022,101.84,97.68,102.44,96.83,123.55K,4.02%
4/1/2022,97.9,99.77,100,96.22,132.55K,-0.63%
3/31/2022,98.52,105.3,105.64,97.88,185.64K,-6.78%
3/30/2022,105.68,103.04,106.44,102.41,83.36K,3.56%
3/29/2022,102.05,101.29,105.45,96.52,119.63K,-1.32%
3/28/2022,103.42,110.22,110.22,100.43,125.75K,-6.88%
3/25/2022,111.06,108.29,111.26,105.86,103.66K,1.49%
3/24/2022,109.43,111.41,113.51,107.79,106.02K,-2.29%
3/23/2022,111.99,105.84,112.34,105.69,120.34K,2.49%
3/22/2022,109.27,110.91,113.35,107.1,318.63K,-0.64%
3/21/2022,109.97,103.62,111.08,102.47,279.31K,6.67%
3/18/2022,103.09,102.23,104.67,100.96,207.44K,1.42%
3/17/2022,101.65,94.08,102.69,93.41,221.54K,8.61%
3/16/2022,93.59,93.7,97.93,92.68,163.42K,-1.27%
3/15/2022,94.79,100.55,100.92,92.2,205.70K,-6.32%
3/14/2022,101.18,106.64,106.65,97.89,162.18K,-4.82%
3/11/2022,106.3,103,107.17,101.27,166.35K,3.21%
3/10/2022,102.99,106.59,110.91,102.38,203.84K,-1.96%
3/9/2022,105.05,120.66,122.73,99.55,249.98K,-12.20%
3/8/2022,119.65,116.98,124.98,113.66,200.16K,3.32%
3/7/2022,115.8,116.03,126.42,111.87,202.56K,3.29%
3/4/2022,112.11,105.04,112.54,104.36,167.99K,7.17%
3/3/2022,104.61,107.27,112.65,103.14,190.66K,-2.29%
3/2/2022,107.06,103.43,108.91,101.86,219.17K,6.84%
3/1/2022,100.21,93.88,103.06,93.21,285.55K,7.18%
2/28/2022,93.5,92.97,96.92,92.42,176.43K,4.02%
2/25/2022,89.89,91.48,93.73,88.49,160.46K,-1.15%
2/24/2022,90.94,91.08,98.44,89.65,289.12K,0.28%
2/23/2022,90.69,90.31,92.36,89.34,150.13K,-1.33%
2/22/2022,91.91,91.32,94.95,89.06,789.04K,-0.80%
2/21/2022,92.65,91.62,93.91,89.08,,1.12%
2/20/2022,91.62,91.22,91.74,91.08,,1.56%
2/18/2022,90.21,90.06,91.07,87.46,566.36K,0.19%
2/17/2022,90.04,89.25,91.51,88.83,442.04K,-1.95%
2/16/2022,91.83,90.31,93.07,88.2,351.33K,1.80%
2/15/2022,90.21,92.84,93.16,88.94,258.03K,-3.52%
2/14/2022,93.5,92.06,93.83,90.45,213.15K,2.28%
2/11/2022,91.42,88.56,92.74,87.79,310.81K,3.23%
2/10/2022,88.56,88.84,90.26,87.87,255.08K,0.03%
2/9/2022,88.53,88.4,89.17,87.15,255.17K,0.72%
2/8/2022,87.9,89.98,90.07,87.07,188.54K,-2.08%
2/7/2022,89.77,89.88,90.97,89.08,247.67K,-0.62%
2/4/2022,90.33,88.33,90.98,88.18,175.47K,2.13%
2/3/2022,88.45,86.4,88.59,85.24,220.87K,2.03%
2/2/2022,86.69,86.64,87.93,85.56,189.90K,0.27%
2/1/2022,86.46,86.45,87.12,84.92,151.60K,-0.03%
1/31/2022,86.49,85.92,86.68,84.96,144.70K,1.24%
1/28/2022,85.43,86,87.36,85.06,144.85K,0.16%
1/27/2022,85.29,85.71,87.08,84.9,153.94K,-0.78%
1/26/2022,85.96,84.1,86.51,83.84,175.93K,1.88%
1/25/2022,84.37,83.32,84.54,82.14,223.59K,2.38%
1/24/2022,82.41,83.84,85.1,81.06,153.83K,-2.06%
1/21/2022,84.14,83.65,84.53,81.96,159.57K,-1.65%
1/20/2022,85.55,85.06,87.1,84.2,532.20K,-0.29%
1/19/2022,85.8,85.89,86.79,84.99,511.05K,1.14%
1/18/2022,84.83,83.77,85.98,82.93,494.00K,1.36%
1/17/2022,83.69,83.84,83.95,82.94,,-0.17%
1/16/2022,83.83,83.78,84.09,83.68,,0.64%
1/14/2022,83.3,81.21,83.79,81.1,323.11K,2.06%
1/13/2022,81.62,82.12,82.29,80.91,289.31K,-0.49%
1/12/2022,82.02,80.71,82.41,80.55,303.16K,1.67%
1/11/2022,80.67,77.87,80.95,77.83,270.56K,3.82%
1/10/2022,77.7,78.51,78.92,77.34,210.84K,-0.94%
1/7/2022,78.44,79,79.82,78.07,229.28K,-0.56%
1/6/2022,78.88,76.79,79.56,76.28,244.00K,1.82%
1/5/2022,77.47,76.88,78.16,76.25,197.97K,0.95%
1/4/2022,76.74,75.8,77.4,75.47,156.45K,1.17%
1/3/2022,75.85,75.53,76.18,74.01,112.23K,1.30%
